statement,sentiment,language,rating,source
What is the most efficient method in converting AutoLISP legacy code to C,0,Autolisp,18,stackexchange
Stuck in AutoLISP using polar,-0.4,Autolisp,18,stackexchange
LISP file loads but get  error no function definition DCLFORMSHOW,-0.2727272727272727,Autolisp,18,stackexchange
AutoLISP program giving inconsistent results,0,Autolisp,18,stackexchange
AutoCAD displays question mark instead of tab character when using AutoLISP,0,Autolisp,18,stackexchange
Why the entnext command returns nil,0,Autolisp,18,stackexchange
How do i load a lsp file from standalone C application into AutoCAD and waiting for it to finish,0,Autolisp,18,stackexchange
Running VBA Macro in AutoCAD,0,Autolisp,18,stackexchange
Running a Lisp function on AutoCAD startup,0,Autolisp,18,stackexchange
Looking for a recommendation for an AutoLisp  VisualLisp book,0,Autolisp,18,stackexchange
Apply automatic script operation without user interaction,0,Autolisp,18,stackexchange
Visual Lisp how to call functions in external C DLL,0,Autolisp,18,stackexchange
What does the ISAVEPERCENT variable do in AutoCad,0,Autolisp,18,stackexchange
opencad how to draw lines with values from excel,0,Autolisp,18,stackexchange
Check if autocad 2014 is open,0,Autolisp,18,stackexchange
LISP draw triangle with known length of each side,0,Autolisp,18,stackexchange
Autolisp json_encode json_decode,0,Autolisp,18,stackexchange
AutoCAD Lisp hook up help function to show Youtube video,0.2,Autolisp,18,stackexchange
Placeholders in batch files,0,Autolisp,18,stackexchange
AutoCAD Command Rejected quotUndoquot when calling undo from LISP,-0.1111111111111111,Autolisp,18,stackexchange
AutoLISP  LISP write to file on web server,0,Autolisp,18,stackexchange
auto lisp to retrieve project names from drawings,0,Autolisp,18,stackexchange
Autolisp list manipulation,-0.3333333333333333,Autolisp,18,stackexchange
What features are standard for a testing framework,0,Autolisp,18,stackexchange
Lisp Function fails although working previously Draft Sight SVG to CAD,-0.18181818181818182,Autolisp,18,stackexchange
Adding geometric tolerance in Autocad using Autolisp,0,Autolisp,18,stackexchange
Compilers for DOS32,0,BASIC,18,stackexchange
Access a 16 Bit DLL,0,BASIC,18,stackexchange
BASIC  activate microphone recording on keypress,0,BASIC,18,stackexchange
Is there a BASIC dialect which uses quotquot as the comparison operator,0,BASIC,18,stackexchange
Why BASIC had numbered lines,0,BASIC,18,stackexchange
Developing From PC To TI83,0,BASIC,18,stackexchange
Where can I find a quick reference for standard Basic,0,BASIC,18,stackexchange
With Lua and Python embeddable is there a place for Basic,0,BASIC,18,stackexchange
Open Files Created with BSAVE in QuickBasic,0,BASIC,18,stackexchange
How do I fix this BASIC compilation error,-0.25,BASIC,18,stackexchange
FAT16 On Modern OS,0,BASIC,18,stackexchange
any base64 decoding algorithm in BASIC,0,BASIC,18,stackexchange
Is there a way to access DHR on the Apple 2 from Applesoft Basic,0,BASIC,18,stackexchange
Choose For Random Strings In Commodore 64 BASIC,0,BASIC,18,stackexchange
Help with casio fx9860G,0.5,BASIC,18,stackexchange
Casio  Basic programming,0,BASIC,18,stackexchange
DEBUGIN burst speed effecting SPI on BASIC Stamp,0,BASIC,18,stackexchange
BASIC language  novice,0,BASIC,18,stackexchange
What is a good BASIC compiler for Mac OSX,0.3333333333333333,BASIC,18,stackexchange
How to Reverse Engineer QuickBasic Application,0,BASIC,18,stackexchange
Array Not Dimensioned Before,0,BASIC,18,stackexchange
Help ZX81 BASIC quotPeekquot function,0.4,BASIC,18,stackexchange
InstallShield 2009 basic MSI silent install how to set quotRepairquot by default,0,BASIC,18,stackexchange
Comma at the end of True Basic if statement,0.2222222222222222,BASIC,18,stackexchange
Loop unrolling in BASIC,0,BASIC,18,stackexchange
Reverse engineering a QuickBASIC 30 program,0,BASIC,18,stackexchange
What is LGT in BASIC,0,BASIC,18,stackexchange
How to Convince Programming Team to Let Go of Old Ways,0.09090909090909091,BASIC,18,stackexchange
Why does my BASIC project get an quotunexpected ltquot error,-0.2,BASIC,18,stackexchange
What does REM stand for in BASIC,0,BASIC,18,stackexchange
Easy language to write apps for Android,0.14285714285714285,BASIC,18,stackexchange
Does EOL  EOS in any other language besides BASIC,0,BASIC,18,stackexchange
Did modularity of basic programming first appear with visual basic,0,BASIC,18,stackexchange
Issue with Scanner class,0,BASIC,18,stackexchange
Getting my head round Java graphics,0,BASIC,18,stackexchange
Passing variables in Business Basic appears to not be working,0,BASIC,18,stackexchange
Getting error 31 in BBx Business Basic,-0.2857142857142857,BASIC,18,stackexchange
Variable substitution faster than inline integer in Vic20 basic,0,BASIC,18,stackexchange
TI Nspire BASIC  Extract coefficients from Equation,0,BASIC,18,stackexchange
WWBasic  SPSS script to rename value labels,0,BASIC,18,stackexchange
Writing BASIC interpreter in java  loops and ifs,0,BASIC,18,stackexchange
Regular expression to match a comma not inside a string literal,0,BASIC,18,stackexchange
Are Fortran Cobol Basic and Forth high level programming languages,0,BASIC,18,stackexchange
Basic code to Delphi,0,BASIC,18,stackexchange
Options for connecting Business Basic to Windows environment,0,BASIC,18,stackexchange
computing the shortest distance of a maze with the boebot in Pbasic,0,BASIC,18,stackexchange
Global array in real basic,0,BASIC,18,stackexchange
What are the difference between a BASIC GOTO and GOSUB statement,0,BASIC,18,stackexchange
Separating decimal value to least amp most significant byte,0.1111111111111111,BASIC,18,stackexchange
Rewriting Basic Code without Label,0,BASIC,18,stackexchange
QuickBasic Better alternative to INKEY,0.4,BASIC,18,stackexchange
Displaying Image On SmallBASIC,0,BASIC,18,stackexchange
GAMBAS  Exit Sub in IF statement,0,BASIC,18,stackexchange
Is there a simple easy BASIC for beginners What happened to VB 20,0.07692307692307693,BASIC,18,stackexchange
Unknown GWBASIC functionsyntax Qvar  var,0,BASIC,18,stackexchange
Understanding of BASIC code,0,BASIC,18,stackexchange
Is there any freeware QBASIC compatible IDE for BASIC,0,BASIC,18,stackexchange
What is a good BASIC compiler for Windows XP,0.3333333333333333,BASIC,18,stackexchange
GWBASIC File I need to understand the equations behind this code but I cannot interpret it I can run it,0,BASIC,18,stackexchange
Python 3  BASIC Simulator,0,BASIC,18,stackexchange
SPSS Script from version 15 to version 20 in BASIC,0,BASIC,18,stackexchange
Why seems my object to become NULL from one line to the next  Could it be a hardware thing,0,BASIC,18,stackexchange
Simple Moving Average summationoffset issue,0,BASIC,18,stackexchange
BBC Basic Cannot plot rectangle on screen,0,BASIC,18,stackexchange
BASIC What does an exclamation mark at the end of a function name mean,0,BASIC,18,stackexchange
Syntax error missing symbol in Basic,-0.6666666666666666,BASIC,18,stackexchange
Is there a wait command in basic,0,BASIC,18,stackexchange
TrueBasic Error Library LEVEL1TRU no such file,-0.42857142857142855,BASIC,18,stackexchange
QB64 Output issue,0,BASIC,18,stackexchange
Mixing numbered and unnumbered lines in VB6,0,BASIC,18,stackexchange
Coding help KeyBasic,0.6666666666666666,BASIC,18,stackexchange
How do I display an empty string when a variable is not initialized,-0.07692307692307693,BASIC,18,stackexchange
How can I trim a string in BASIC,0,BASIC,18,stackexchange
Casio Calculator Programming,0,BASIC,18,stackexchange
What am I doing wrong so confused,-0.5714285714285714,BASIC,18,stackexchange
Freebasic Compilation Fail,-0.6666666666666666,BASIC,18,stackexchange
Quick Basic PLAY function parameter syntax Example PLAY quotMSe8f4f8f8g8a8b4a4g4f4o0b8o1e8e8e4d8e2quot,0,BASIC,18,stackexchange
39modifying39 an exe by working with bas using visbasic or q basic,0,BASIC,18,stackexchange
program to calculate days of the week,0,BASIC,18,stackexchange
Mbasic Input value,0,BASIC,18,stackexchange
Calling ECpMakePublicKey in ECp lib of ZeitControl BasicCard returns empty string,-0.09090909090909091,BASIC,18,stackexchange
circular byte shifting in an array,0,BASIC,18,stackexchange
How to change font and text size in gw basic,0,BASIC,18,stackexchange
I don39t know what39s wrong with this code I39m running on Just BASIC,-0.15384615384615385,BASIC,18,stackexchange
Default return value of a function in BASIC,0,BASIC,18,stackexchange
How are nested ifelse loops resolved in BASIC,0.25,BASIC,18,stackexchange
Ti Nspire Programming Issue,0,BASIC,18,stackexchange
Try Catch statement realBasic,0,BASIC,18,stackexchange
How do I write this old piece of BASIC as a PHP Function,0,BASIC,18,stackexchange
Antlr4 GrammarRules  issue with solving BASIC print variable,0.1111111111111111,BASIC,18,stackexchange
How do I rewrite this piece of BASIC programming to PHP,0,BASIC,18,stackexchange
Translating a function integrating another function from BASIC into Python,0,BASIC,18,stackexchange
What is the poundhash symbol for in BASIC,0,BASIC,18,stackexchange
BASIC got error for quotexpected end of linequot,-0.25,BASIC,18,stackexchange
C Language BASIC has  myVar to show name amp value Available in C,0,BASIC,18,stackexchange
PureBasic  how can i simulate pressing F1 or F2 keyboard button,0,BASIC,18,stackexchange
Creating file with QB64,0,BASIC,18,stackexchange
Reattempting BASIC 6502 Nbyte integer addition,0,BASIC,18,stackexchange
HP Basic anomaly in Print Using,0,BASIC,18,stackexchange
39Bad file mode39 error OPEN statement readwrite to serial COM port using VB6,-0.38461538461538464,BASIC,18,stackexchange
How to pop Nth item in the stack Befunge93,0,Befunge,18,stackexchange
Befunge iterate multiple instructions,0,Befunge,18,stackexchange
Generating a random number in Befunge,0,Befunge,18,stackexchange
Searchingreading another file from awk based on current file39s contents is it possible,0,Awk,18,stackexchange
Regex in awk and WinGrep,0,Awk,18,stackexchange
How can I extract lines of text from a file,0,Awk,18,stackexchange
AWK redirecting script output from script to another file with dynamic name,0,Awk,18,stackexchange
Awk matching of entire record using regular expression,0,Awk,18,stackexchange
How to write a unix filter that outputs only a line every N lines,0,Awk,18,stackexchange
Remove whitespace before a field using AWK,0,Awk,18,stackexchange
How can AWK do array arithmetics,0,Awk,18,stackexchange
What is the easiest way to join 12 columns,0.1111111111111111,Awk,18,stackexchange
Substract between columns and print it with AWK,0,Awk,18,stackexchange
How to compute the pvalue in hypothesis testing linear regression,0,Awk,18,stackexchange
Applying AWK on Set of Files with Same Extension,0,Awk,18,stackexchange
Unable to make each sentence to start at a new line in LaTex by AWKPython,-0.13333333333333333,Awk,18,stackexchange
Unable search names which contain three 7s in random order by AWKPythonBash,0,Awk,18,stackexchange
Unable to filter the first row in terminal by AWK,0,Awk,18,stackexchange
How can I call awk or sed from inside a c program,0,Awk,18,stackexchange
AWK  My regexp won39t respect case,0,Awk,18,stackexchange
Unable to find filesfolders with permissions 777 by AWKSEDPython,0,Awk,18,stackexchange
AWK Matching Positive and Negative Numbers,0,Awk,18,stackexchange
How to copy a command from history,0,Awk,18,stackexchange
How do I search a directory of files using another file as input and sending the output to another file,0,Awk,18,stackexchange
Unable to filter rows which contain quotIs a directoryquot by SEDAWK,0,Awk,18,stackexchange
Shell adding a new line between a given line of text,0,Awk,18,stackexchange
How can you run AWK in a Bash script,0,Awk,18,stackexchange
How can I make Perl39s a2p support gawk,0.25,Awk,18,stackexchange
Search and replace in Shell,0,Awk,18,stackexchange
Unable to combine words in Files by ZshAWK,0,Awk,18,stackexchange
awk Either modify or append a line based on its existence,0,Awk,18,stackexchange
AWK syntax problem,-0.6666666666666666,Awk,18,stackexchange
Enumerate substitutions with sed or awk,0,Awk,18,stackexchange
How can I count unique terms in a plaintext file caseinsensitively,0,Awk,18,stackexchange
Perform action on line range in sedawk,0,Awk,18,stackexchange
Split remaining fields in sedawk,0,Awk,18,stackexchange
Ever need to parse the svn log for files committed by a particular user since a certain date,0.1111111111111111,Awk,18,stackexchange
